Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1214117,,4.2,7.5,,,,9.5,8.25,7.75,,,3.2,N1,Ha Tinh
HT1214118,,6.8,5.75,,,,5.0,7.25,8.5,,,2.4,N1,Ha Tinh
HT1214119,,5.4,4.25,,,,5.0,5.5,7.0,,,3.2,N1,Ha Tinh
HT1214120,,8.6,7.25,5.25,7.0,4.5,,,,,,4.6,N1,Ha Tinh
HT1214121,,3.8,5.5,,,,4.5,5.5,6.75,,,2.0,N1,Ha Tinh
HT1214122,,4.2,6.25,,,,4.75,5.75,6.75,,,3.2,N1,Ha Tinh
HT1214123,,5.8,5.75,,,,4.0,6.0,7.5,,,3.6,N1,Ha Tinh
HT1214124,,6.6,5.5,,,,4.25,5.75,8.75,,,2.6,N1,Ha Tinh
HT1214125,,4.2,6.0,,,,3.25,7.0,7.0,,,3.0,N1,Ha Tinh
HT1214126,,4.4,6.75,,,,4.75,5.75,7.25,,,2.4,N1,Ha Tinh
HT1214127,,,7.5,,,,9.25,8.5,,,,,,Ha Tinh
HT1214128,,4.0,7.5,,,,5.5,7.5,5.75,,,4.0,N1,Ha Tinh
HT1214129,,8.0,6.25,7.5,2.5,3.5,3.25,6.5,6.75,,,8.6,N1,Ha Tinh
HT1214130,,5.4,6.0,,,,5.5,7.25,8.0,,,3.2,N1,Ha Tinh
HT1214131,,4.0,6.0,,,,7.0,6.25,6.25,,,4.0,N1,Ha Tinh
HT1214132,,5.6,6.25,,,,4.25,6.25,7.25,,,2.6,N1,Ha Tinh
HT1214133,,5.2,6.0,5.75,5.25,5.0,,,,,,2.6,N1,Ha Tinh
HT1214134,,2.4,5.0,,,,3.25,5.25,,,,,,Ha Tinh
HT1214135,,4.0,7.75,,,,5.75,8.5,6.5,,,3.4,N1,Ha Tinh
HT1214136,,5.8,7.25,,,,4.0,6.0,7.5,,,2.6,N1,Ha Tinh
HT1214137,,7.0,,7.0,7.25,,,,,,,,,Ha Tinh
HT1214138,,4.0,5.0,,,,3.0,3.75,6.25,,,2.6,N1,Ha Tinh
HT1214139,,2.0,1.25,,,,2.25,6.25,,,,,,Ha Tinh
HT1214140,,6.0,7.0,,,,5.25,6.25,7.25,,,4.2,N1,Ha Tinh
HT1214141,,8.4,7.0,,,,5.25,7.75,6.5,,,7.8,N1,Ha Tinh
HT1214142,,5.4,6.25,,,,5.0,8.25,6.75,,,3.2,N1,Ha Tinh
HT1214143,,8.0,6.5,6.25,6.0,5.0,,,,,,3.4,N1,Ha Tinh
HT1214144,,5.4,7.25,,,,2.75,6.0,7.25,,,2.2,N1,Ha Tinh
HT1214145,,6.8,6.0,,,,5.75,6.75,9.0,,,5.2,N1,Ha Tinh
HT1214146,,7.2,6.75,3.25,3.0,4.25,,,,,,1.8,N1,Ha Tinh
HT1214147,,5.8,6.5,,,,4.25,6.5,6.5,,,4.0,N1,Ha Tinh
HT1214148,,4.8,5.0,,,,4.25,5.75,7.0,,,3.8,N1,Ha Tinh
HT1214149,,7.8,5.25,6.75,7.25,8.5,,,,,,3.4,N1,Ha Tinh
HT1214150,,2.8,5.75,,,,4.75,6.25,7.75,,,3.2,N1,Ha Tinh
HT1214151,,7.2,7.75,,,,4.0,5.5,6.5,,,4.4,N1,Ha Tinh
HT1214152,,4.6,3.25,,,,3.0,5.5,6.75,,,2.8,N1,Ha Tinh
HT1214153,,2.6,3.5,,,,3.75,5.0,7.25,,,3.8,N1,Ha Tinh
HT1214154,,4.4,3.75,,,,4.25,6.25,,,,,,Ha Tinh
HT1214155,,8.0,7.25,7.0,7.25,3.25,,,,,,2.6,N1,Ha Tinh
HT1214156,,4.0,6.75,,,,4.0,6.0,7.5,,,2.8,N1,Ha Tinh
HT1214157,,8.0,6.75,7.5,8.0,4.75,,,,,,4.0,N1,Ha Tinh
HT1214158,,3.4,3.25,,,,4.0,6.75,7.75,,,2.0,N1,Ha Tinh
HT1214159,,5.8,6.0,,,,4.5,4.5,7.0,,,2.6,N1,Ha Tinh
HT1214160,,3.6,5.75,,,,3.0,6.25,6.5,,,2.8,N1,Ha Tinh
HT1214161,,4.6,4.75,,,,5.75,5.5,7.5,,,1.2,N1,Ha Tinh
HT1214162,,5.4,4.0,,,,2.0,5.75,6.75,,,3.0,N1,Ha Tinh
HT1214163,,5.6,6.0,3.0,2.5,3.75,2.25,6.0,7.5,,,4.4,N1,Ha Tinh
HT1214164,,6.0,6.75,5.25,3.5,4.5,,,,,,2.6,N1,Ha Tinh
HT1214165,,8.4,7.25,,,,5.0,5.75,7.25,,,8.0,N3,Ha Tinh
HT1214166,,4.0,5.0,,,,3.75,3.75,6.75,,,3.4,N1,Ha Tinh
HT1214167,,5.2,6.25,,,,6.75,8.25,8.75,,,3.6,N1,Ha Tinh
HT1214168,,7.6,6.0,,,,5.5,6.75,9.5,,,5.2,N1,Ha Tinh
HT1214169,,6.4,5.25,,,,5.5,6.25,8.5,,,4.0,N1,Ha Tinh
HT1214170,,7.4,5.75,6.25,4.5,4.0,,,,,,3.4,N1,Ha Tinh
HT1214171,,7.0,7.25,,,,4.25,7.0,8.5,,,7.4,N1,Ha Tinh
HT1214172,,2.0,5.75,,,,3.25,4.0,5.5,,,2.4,N1,Ha Tinh
HT1214173,,6.6,,6.5,,,,,,,,4.6,N1,Ha Tinh
HT1214174,,4.8,4.75,,,,4.0,5.5,6.75,,,3.6,N1,Ha Tinh
HT1214175,,7.4,7.0,6.25,6.5,4.75,,,,,,2.8,N1,Ha Tinh
HT1214176,,3.6,5.5,,,,3.25,7.25,7.75,,,3.2,N1,Ha Tinh
HT1214177,,3.4,5.0,,,,2.25,4.0,,,,,,Ha Tinh
HT1214178,,7.8,6.25,9.0,3.5,4.5,2.5,6.5,6.0,,,9.2,N1,Ha Tinh
HT1214179,,4.8,6.0,,,,2.0,5.75,7.75,,,2.6,N1,Ha Tinh
HT1214180,,4.6,5.75,,,,3.75,3.75,7.25,,,2.6,N1,Ha Tinh
HT1214181,,4.8,6.0,,,,2.75,6.25,6.75,,,4.2,N1,Ha Tinh
HT1214182,,6.0,7.25,,,,4.0,7.5,8.25,,,3.8,N1,Ha Tinh
HT1214183,,7.8,7.75,6.75,4.25,5.25,,,,,,3.6,N1,Ha Tinh
HT1214184,,6.6,6.75,,,,5.25,7.5,8.5,,,4.2,N1,Ha Tinh
HT1214185,,4.2,6.5,,,,4.5,6.0,8.0,,,3.4,N1,Ha Tinh
HT1214186,,6.0,5.5,,,,4.25,6.0,8.25,,,4.0,N1,Ha Tinh
HT1214187,,8.6,5.25,7.0,5.0,4.0,,,,,,3.8,N1,Ha Tinh
HT1214188,,6.2,5.25,,,,5.5,6.75,8.25,,,1.6,N1,Ha Tinh
HT1214189,,7.4,5.75,3.0,6.0,6.25,,,,,,4.6,N1,Ha Tinh
HT1214190,,4.0,5.0,,,,5.5,5.75,8.25,,,3.2,N1,Ha Tinh
HT1214191,,3.8,4.5,,,,2.5,5.25,,,,,,Ha Tinh
HT1214192,,7.0,6.5,6.5,5.75,4.0,,,,,,2.4,N1,Ha Tinh
HT1214193,,2.0,4.75,,,,3.75,5.75,6.25,,,3.4,N1,Ha Tinh
HT1214194,,6.8,6.25,,,,7.75,8.0,9.0,,,3.6,N1,Ha Tinh
HT1214195,,8.0,6.5,7.5,6.75,3.75,,,,,,4.6,N1,Ha Tinh
HT1214196,,4.8,6.5,,,,3.0,6.0,6.5,,,2.0,N1,Ha Tinh
HT1214197,,8.2,5.0,6.0,6.75,5.25,,,,,,3.0,N1,Ha Tinh
HT1214198,,3.0,4.0,,,,3.75,4.5,,,,,,Ha Tinh
HT1214199,,6.2,7.5,,,,7.25,6.75,8.5,,,5.2,N1,Ha Tinh
HT1214200,,7.4,5.5,8.5,6.75,3.25,,,,,,3.4,N1,Ha Tinh
HT1214201,,7.8,5.5,3.25,7.75,8.0,,,,,,3.4,N1,Ha Tinh
HT1214202,,7.2,7.0,6.0,4.25,5.75,,,,,,3.0,N1,Ha Tinh
HT1214203,,5.2,6.5,,,,4.75,5.25,6.5,,,4.0,N1,Ha Tinh
HT1214204,,4.2,5.25,,,,3.5,6.25,7.0,,,3.6,N1,Ha Tinh
HT1214205,,3.8,6.5,,,,3.5,5.0,6.75,,,1.6,N1,Ha Tinh
HT1214206,,4.0,7.0,,,,5.25,5.75,6.75,,,4.0,N1,Ha Tinh
HT1214207,,4.8,6.0,,,,4.5,6.5,6.25,,,1.6,N1,Ha Tinh
HT1214208,,3.2,5.5,,,,4.75,8.0,9.5,,,2.2,N1,Ha Tinh
HT1214209,,5.0,8.25,,,,9.0,9.0,7.25,,,3.4,N1,Ha Tinh
HT1214210,,3.6,6.75,,,,4.25,5.5,9.25,,,2.6,N1,Ha Tinh
HT1214211,,5.4,7.75,,,,4.5,6.0,7.0,,,2.2,N1,Ha Tinh
HT1214212,,3.2,4.75,2.75,3.0,3.0,4.0,5.75,6.75,,,2.4,N1,Ha Tinh
HT1214213,,7.6,5.0,4.25,5.0,5.5,,,,,,3.8,N1,Ha Tinh
HT1214214,,4.2,5.5,,,,3.5,5.5,7.75,,,3.8,N1,Ha Tinh
HT1214215,,7.8,6.0,,,,5.0,6.25,8.75,,,4.4,N1,Ha Tinh
HT1214216,,3.8,5.75,,,,3.5,5.25,4.5,,,2.2,N1,Ha Tinh
HT1214217,,8.0,,8.25,7.25,,,,,,,,,Ha Tinh
HT1214218,,4.0,6.25,,,,6.0,6.5,,,,,,Ha Tinh
HT1214219,,3.8,4.25,,,,2.75,5.5,6.5,,,5.6,N1,Ha Tinh
HT1214220,,3.8,4.5,,,,3.75,5.75,6.0,,,3.0,N1,Ha Tinh
HT1214221,,7.6,6.5,6.25,6.5,6.25,,,,,,3.6,N1,Ha Tinh
HT1214222,,2.6,6.0,,,,4.75,4.75,6.25,,,3.0,N1,Ha Tinh
HT1214223,,4.8,5.0,,,,6.25,8.5,7.75,,,2.6,N1,Ha Tinh
HT1214224,,6.2,4.75,,,,4.5,7.25,7.0,,,2.2,N1,Ha Tinh
HT1214225,,5.8,5.5,,,,4.0,6.25,7.75,,,1.8,N1,Ha Tinh
HT1214226,,6.2,7.5,,,,4.75,7.5,8.5,,,3.8,N1,Ha Tinh
HT1214227,,8.6,8.0,,,,6.25,7.25,7.75,,,8.2,N1,Ha Tinh
HT1214228,,3.6,6.0,,,,5.0,7.5,8.0,,,2.0,N1,Ha Tinh
HT1214229,,4.2,3.5,,,,3.25,6.25,,,,,,Ha Tinh
HT1214230,,6.4,5.75,7.0,5.0,5.25,,,,,,5.4,N1,Ha Tinh
HT1214231,,4.2,4.25,,,,3.5,7.0,7.25,,,1.8,N1,Ha Tinh
HT1214232,,3.4,5.25,,,,4.25,7.25,7.5,,,2.2,N1,Ha Tinh
HT1214233,,4.2,6.5,,,,7.0,6.5,7.75,,,3.2,N1,Ha Tinh
HT1214234,,4.4,6.25,,,,6.0,7.0,7.75,,,3.2,N1,Ha Tinh
HT1214235,,4.2,6.5,,,,5.5,6.0,8.0,,,4.0,N1,Ha Tinh
HT1214236,,4.8,6.75,2.5,1.5,4.25,3.25,7.5,8.0,,,4.0,N1,Ha Tinh
HT1214237,,4.6,6.5,,,,5.0,7.5,8.0,,,3.8,N1,Ha Tinh
HT1214238,,7.0,6.5,,,,6.5,6.25,8.0,,,3.4,N1,Ha Tinh
HT1214239,,6.0,7.25,,,,,,,,,5.0,N1,Ha Tinh
HT1214240,,8.6,,,7.75,7.75,,,,,,,,Ha Tinh
HT1214241,,6.8,6.0,5.0,6.25,4.75,,,,,,4.2,N1,Ha Tinh
HT1214242,,6.4,5.75,,,,6.0,5.75,8.25,,,2.6,N1,Ha Tinh
HT1214243,,6.4,5.75,,,,4.25,5.25,8.75,,,2.6,N1,Ha Tinh
HT1214244,,2.4,4.75,,,,3.75,6.0,7.75,,,3.0,N1,Ha Tinh
HT1214245,,5.0,6.75,,,,3.5,7.0,6.75,,,2.6,N1,Ha Tinh
HT1214246,,4.0,5.75,,,,3.25,6.25,6.75,,,2.8,N1,Ha Tinh
HT1214247,,4.0,3.0,,,,5.25,5.5,,,,,,Ha Tinh
HT1214248,,7.4,6.75,6.25,6.0,4.75,,,,,,3.4,N1,Ha Tinh
HT1214249,,5.8,5.75,3.75,5.0,5.75,,,,,,3.6,N1,Ha Tinh
HT1214250,,5.6,6.75,,,,7.75,8.75,8.75,,,4.2,N1,Ha Tinh
HT1214251,,5.4,5.0,,,,3.5,7.0,6.75,,,3.4,N1,Ha Tinh
HT1214252,,4.2,6.75,,,,4.5,4.5,7.5,,,2.6,N1,Ha Tinh
HT1214253,,6.4,5.5,7.0,6.0,3.75,,,,,,3.6,N1,Ha Tinh
HT1214254,,7.8,6.75,,,,4.5,6.25,6.25,,,5.4,N1,Ha Tinh
HT1214255,,3.6,5.5,,,,4.25,6.25,5.0,,,2.2,N1,Ha Tinh
HT1214256,,6.2,6.0,,,,6.75,7.5,10.0,,,4.2,N1,Ha Tinh
HT1214257,,6.4,7.0,,,,6.25,7.5,8.5,,,2.2,N1,Ha Tinh
HT1214258,,5.8,6.5,,,,5.25,5.5,8.5,,,3.2,N1,Ha Tinh
HT1214259,,2.8,3.25,,,,4.5,4.5,7.25,,,2.0,N1,Ha Tinh
HT1214260,,7.4,5.75,5.25,5.5,4.25,,,,,,5.0,N1,Ha Tinh
HT1214261,,7.0,5.5,5.5,7.5,4.75,,,,,,3.2,N1,Ha Tinh
HT1214262,,4.6,6.0,,,,3.5,6.0,8.75,,,3.2,N1,Ha Tinh
HT1214263,,8.4,5.0,6.5,3.75,4.25,,,,,,4.2,N1,Ha Tinh
HT1214264,,7.0,6.75,,,,8.25,8.5,8.5,,,6.0,N1,Ha Tinh
HT1214265,,9.2,7.75,9.0,8.25,7.5,,,,,,4.0,N1,Ha Tinh
HT1214266,,6.0,6.5,,,,5.75,7.0,8.75,,,5.0,N1,Ha Tinh
HT1214267,,5.2,7.5,,,,4.25,5.0,8.0,,,3.8,N1,Ha Tinh
HT1214268,,3.4,5.25,,,,5.0,6.75,6.5,,,2.0,N1,Ha Tinh
HT1214269,,,7.75,,,,9.5,9.5,,,,,,Ha Tinh
HT1214270,,6.4,3.5,,,,5.25,7.0,8.0,,,2.8,N1,Ha Tinh
HT1214271,,5.8,7.25,,,,4.25,7.0,7.75,,,2.2,N1,Ha Tinh
HT1214272,,7.0,5.5,2.5,6.0,4.5,,,,,,5.4,N1,Ha Tinh
HT1214273,,5.6,5.5,,,,4.25,6.0,8.0,,,2.4,N1,Ha Tinh
HT1214274,,3.0,6.5,,,,5.0,5.25,5.75,,,3.4,N1,Ha Tinh
HT1214275,,8.8,6.5,7.25,7.5,5.75,,,,,,5.0,N1,Ha Tinh
HT1214276,,5.4,6.5,,,,3.75,4.5,6.25,,,2.2,N1,Ha Tinh
HT1214277,,7.6,6.75,,,,4.5,7.0,8.75,,,3.6,N1,Ha Tinh
HT1214278,,6.4,4.25,,,,5.5,7.75,8.75,,,3.2,N1,Ha Tinh
HT1214279,,4.4,6.25,,,,1.25,7.0,7.0,,,2.6,N1,Ha Tinh
HT1214280,,7.4,7.0,6.25,6.25,5.75,,,,,,3.8,N1,Ha Tinh
HT1214281,,7.2,6.5,3.0,5.5,4.0,,,,,,4.0,N1,Ha Tinh
HT1214282,,5.4,6.5,,,,7.0,6.5,8.5,,,2.6,N1,Ha Tinh
HT1214283,,5.0,6.5,,,,7.25,8.25,9.0,,,2.0,N1,Ha Tinh
HT1214284,,4.6,5.0,,,,5.75,7.5,8.25,,,4.4,N1,Ha Tinh
HT1214285,,3.6,5.75,,,,3.25,6.5,6.0,,,2.6,N1,Ha Tinh
HT1214286,,5.6,4.25,,,,5.0,7.25,7.25,,,2.6,N1,Ha Tinh
HT1214287,,4.0,5.1,,,,3.75,5.5,8.25,,,2.0,N1,Ha Tinh
HT1214288,,5.4,6.25,,,,4.25,5.5,5.75,,,2.6,N1,Ha Tinh
HT1214289,,4.4,6.25,,,,3.25,6.0,6.75,,,2.4,N1,Ha Tinh
HT1214290,,6.6,5.75,,,,3.0,4.5,5.75,,,4.0,N1,Ha Tinh
HT1214291,,7.4,5.75,,,,2.75,4.75,6.0,,,2.2,N1,Ha Tinh
HT1214292,,5.0,7.75,3.25,5.0,3.75,,,,,,4.0,N1,Ha Tinh
HT1214293,,7.8,6.0,6.5,4.0,5.25,,,,,,6.4,N1,Ha Tinh
HT1214294,,7.4,,6.5,6.5,,,,,,,,,Ha Tinh
HT1214295,,3.8,5.5,,,,3.0,3.25,7.0,,,4.0,N1,Ha Tinh
HT1214296,,3.4,6.0,,,,2.75,5.75,4.5,,,3.0,N1,Ha Tinh
HT1214297,,4.2,6.25,,,,2.0,4.25,4.25,,,1.8,N1,Ha Tinh
HT1214298,,7.4,5.75,5.5,5.5,3.25,,,,,,4.0,N1,Ha Tinh
HT1214299,,5.6,6.0,,,,4.75,6.75,7.75,,,2.8,N1,Ha Tinh
HT1214300,,5.0,5.75,,,,4.25,5.5,7.5,,,2.8,N1,Ha Tinh
HT1214301,,5.0,5.25,,,,1.75,4.5,5.5,,,1.6,N1,Ha Tinh
HT1214302,,5.2,7.0,,,,5.5,6.5,8.5,,,1.8,N1,Ha Tinh
HT1214303,,5.8,6.0,,,,7.25,7.5,8.25,,,3.0,N1,Ha Tinh
HT1214304,,5.8,3.5,,,,3.75,6.25,6.75,,,2.6,N1,Ha Tinh
HT1214305,,6.6,6.0,,,,5.0,7.5,8.25,,,7.8,N1,Ha Tinh
HT1214306,,4.6,6.0,,,,3.5,7.0,5.5,,,1.6,N1,Ha Tinh
HT1214307,,,7.75,,,,8.75,9.0,,,,,,Ha Tinh
HT1214308,,5.2,5.5,,,,4.5,6.5,5.75,,,2.0,N1,Ha Tinh
HT1214309,,5.4,4.75,,,,5.75,7.5,7.0,,,3.4,N1,Ha Tinh
HT1214310,,2.2,5.0,,,,2.75,4.75,,,,,,Ha Tinh
HT1214311,,3.8,4.5,,,,4.75,6.5,8.0,,,3.0,N1,Ha Tinh
HT1214312,,5.8,7.0,,,,9.0,8.5,8.25,,,2.6,N1,Ha Tinh
HT1214313,,4.0,5.0,,,,3.25,5.25,7.0,,,2.4,N1,Ha Tinh
HT1214314,,7.6,6.0,7.75,5.75,3.5,,,,,,6.6,N1,Ha Tinh
HT1214315,,4.0,6.25,,,,3.25,6.25,9.25,,,2.0,N1,Ha Tinh
HT1214316,,7.4,6.25,,,,4.5,7.5,7.75,,,3.2,N1,Ha Tinh
HT1214317,,5.8,7.25,,,,4.5,6.75,9.0,,,5.6,N1,Ha Tinh
HT1214318,,6.0,3.5,,,,3.75,5.75,8.75,,,4.8,N1,Ha Tinh
HT1214319,,2.6,3.75,,,,3.25,6.5,6.5,,,2.2,N1,Ha Tinh
HT1214320,,5.2,5.75,,,,3.25,6.5,8.25,,,2.6,N1,Ha Tinh
HT1214321,,7.6,5.75,5.5,6.75,4.75,,,,,,4.0,N1,Ha Tinh
HT1214322,,6.4,7.75,,,,6.5,7.0,7.25,,,7.4,N1,Ha Tinh
HT1214323,,4.6,6.5,,,,4.75,8.5,7.0,,,2.8,N1,Ha Tinh
HT1214324,,,6.0,,,,7.5,7.75,,,,,,Ha Tinh
HT1214325,,4.8,5.75,,,,5.5,7.25,7.25,,,2.0,N1,Ha Tinh
HT1214326,,5.8,5.75,4.25,4.5,3.5,,,,,,3.4,N1,Ha Tinh
HT1214327,,5.8,5.25,,,,2.25,6.25,8.25,,,5.0,N1,Ha Tinh
HT1214328,,5.2,6.5,,,,5.0,7.0,6.25,,,3.2,N1,Ha Tinh
HT1214329,,2.8,4.5,,,,3.25,4.0,,,,,,Ha Tinh
HT1214330,,6.8,6.5,,,,6.0,8.25,9.0,,,4.6,N1,Ha Tinh
HT1214331,,5.8,5.5,,,,4.75,6.75,7.0,,,3.0,N1,Ha Tinh
HT1214332,,5.8,6.75,,,,4.75,5.0,9.25,,,2.6,N1,Ha Tinh
HT1214333,,3.6,4.0,,,,3.25,4.5,5.0,,,3.2,N1,Ha Tinh
HT1214334,,5.6,6.0,,,,3.5,7.5,8.5,,,5.8,N1,Ha Tinh
HT1214335,,5.6,6.5,,,,4.0,5.5,7.25,,,2.2,N1,Ha Tinh
HT1214336,,6.0,6.75,,,,3.75,7.75,7.75,,,3.2,N1,Ha Tinh
HT1214337,,4.0,5.0,,,,3.75,5.25,7.5,,,3.0,N1,Ha Tinh
HT1214338,,5.0,7.75,,,,9.0,9.5,9.25,,,2.4,N1,Ha Tinh
HT1214339,,7.2,5.5,5.5,5.0,5.75,,,,,,5.4,N1,Ha Tinh
HT1214340,,7.0,7.5,,,,6.5,7.25,7.5,,,4.6,N1,Ha Tinh
HT1214341,,3.4,6.0,,,,4.25,5.25,5.25,,,3.4,N1,Ha Tinh
HT1214342,,5.4,6.5,,,,3.25,6.5,7.25,,,3.2,N1,Ha Tinh
HT1214343,,7.8,,6.5,7.0,,,,,,,,,Ha Tinh
HT1214344,,5.4,4.5,,,,3.75,4.5,,,,,,Ha Tinh
HT1214345,,5.8,4.5,,,,4.75,7.5,8.75,,,3.8,N1,Ha Tinh
HT1214346,,5.6,7.0,,,,4.0,5.75,8.25,,,3.2,N1,Ha Tinh
HT1214347,,4.8,6.5,,,,3.0,6.25,6.5,,,2.0,N1,Ha Tinh
HT1214348,,3.8,6.0,,,,2.25,5.5,7.25,,,4.6,N1,Ha Tinh
HT1214349,,5.6,6.0,,,,5.75,7.25,8.25,,,4.0,N1,Ha Tinh
HT1214350,,3.8,5.25,,,,3.25,6.75,8.25,,,3.0,N1,Ha Tinh
HT1214351,,5.0,7.0,,,,4.0,6.5,7.25,,,3.2,N1,Ha Tinh
HT1214352,,5.6,5.25,,,,4.0,5.5,8.0,,,2.6,N1,Ha Tinh
HT1214353,,5.6,8.0,,,,7.0,8.0,8.75,,,4.0,N1,Ha Tinh
HT1214354,,7.0,7.0,3.0,3.75,5.5,,,,,,3.0,N1,Ha Tinh
HT1214355,,6.8,6.25,,,,5.25,7.25,8.5,,,2.4,N1,Ha Tinh
HT1214356,,6.4,5.75,4.5,4.75,4.75,,,,,,5.8,N1,Ha Tinh
HT1214357,,,7.0,,,,8.5,8.5,7.5,,,,,Ha Tinh
HT1214358,,4.0,6.0,,,,3.75,6.75,8.0,,,2.8,N1,Ha Tinh
HT1214359,,3.8,5.5,,,,4.75,6.75,7.5,,,1.8,N1,Ha Tinh
HT1214360,,5.2,5.5,6.5,5.75,4.5,,,,,,4.2,N1,Ha Tinh
HT1214361,,8.6,8.25,,,,6.5,7.25,8.0,,,9.6,N1,Ha Tinh
HT1214362,,9.0,5.75,6.75,7.75,4.5,,,,,,3.4,N1,Ha Tinh
HT1214363,,7.4,4.75,,,,4.75,7.75,7.75,,,3.8,N1,Ha Tinh
HT1214364,,6.8,5.75,6.75,5.75,5.25,,,,,,3.8,N1,Ha Tinh
HT1214365,,3.4,5.5,,,,3.0,5.75,6.25,,,1.6,N1,Ha Tinh
HT1214366,,7.2,6.25,,,,3.0,5.0,7.75,,,3.2,N1,Ha Tinh
HT1214367,,5.6,6.5,,,,3.75,7.0,7.0,,,3.4,N1,Ha Tinh
HT1214368,,7.0,7.0,,,,6.0,6.75,7.75,,,2.8,N1,Ha Tinh
HT1214369,,5.4,6.0,,,,4.75,5.75,8.25,,,2.4,N1,Ha Tinh
HT1214370,,6.2,6.75,,,,3.5,7.0,7.25,,,3.6,N1,Ha Tinh
HT1214371,,4.6,7.0,,,,3.5,5.0,7.0,,,2.6,N1,Ha Tinh
HT1214372,,8.2,6.25,5.5,9.0,7.0,,,,,,4.2,N1,Ha Tinh
HT1214373,,5.6,6.5,,,,5.25,7.5,7.5,,,3.6,N1,Ha Tinh
HT1214374,,6.2,6.67,,,,6.0,5.25,7.75,,,5.2,N1,Ha Tinh
HT1214375,,6.6,7.5,,,,6.25,8.25,8.25,,,5.2,N1,Ha Tinh
HT1214376,,4.0,6.25,,,,2.5,4.75,7.75,,,2.2,N1,Ha Tinh
HT1214377,,4.6,6.0,,,,4.75,5.75,7.75,,,3.6,N1,Ha Tinh
HT1214378,,5.4,5.5,,,,4.75,7.25,7.25,,,2.0,N1,Ha Tinh
HT1214379,,4.8,5.5,,,,3.5,5.25,6.75,,,3.8,N1,Ha Tinh
HT1214380,,3.8,7.25,,,,3.5,5.75,8.25,,,3.2,N1,Ha Tinh
HT1214381,,2.4,3.0,,,,3.25,5.0,,,,,,Ha Tinh
HT1214382,,4.4,5.5,,,,5.0,6.75,6.75,,,5.4,N1,Ha Tinh
HT1214383,,7.8,7.5,,,,5.75,7.25,6.5,,,8.8,N1,Ha Tinh
HT1214384,,4.2,6.5,,,,2.5,5.0,6.25,,,2.0,N1,Ha Tinh
HT1214385,,4.6,3.0,,,,5.5,8.75,5.5,,,2.0,N1,Ha Tinh
HT1214386,,5.8,6.75,,,,4.0,7.0,7.5,,,3.6,N1,Ha Tinh
HT1214387,,7.0,4.5,,,,3.75,4.5,6.75,,,2.8,N1,Ha Tinh
HT1214388,,4.4,4.5,,,,4.0,5.0,,,,,,Ha Tinh
HT1214389,,4.2,3.25,,,,4.5,6.0,8.25,,,2.6,N1,Ha Tinh
HT1214390,,8.2,6.25,6.0,8.25,7.75,,,,,,7.6,N1,Ha Tinh
HT1214391,,5.4,6.0,,,,4.75,6.5,7.75,,,3.0,N1,Ha Tinh
HT1214392,,7.4,,2.25,5.25,5.0,,,,,,,,Ha Tinh
HT1214393,,5.0,7.5,,,,5.25,7.0,8.0,,,4.6,N1,Ha Tinh
HT1214394,,4.2,7.0,,,,5.0,6.5,8.25,,,3.0,N1,Ha Tinh
HT1214395,,7.8,7.5,7.25,6.5,4.25,,,,,,4.4,N1,Ha Tinh
HT1214396,,7.0,6.0,5.5,6.5,4.5,,,,,,2.2,N1,Ha Tinh
HT1214397,,5.6,5.75,3.75,4.25,5.75,,,,,,3.6,N1,Ha Tinh
HT1214398,,6.4,5.5,,,,5.0,7.0,7.75,,,3.4,N1,Ha Tinh
HT1214399,,3.0,3.0,,,,2.75,5.0,6.0,,,2.6,N1,Ha Tinh
HT1214400,,7.6,8.5,,,,5.75,7.5,8.75,,,6.0,N1,Ha Tinh
HT1214401,,3.8,5.75,,,,3.75,5.75,8.75,,,3.2,N1,Ha Tinh
HT1214402,,3.6,4.0,,,,3.5,5.5,6.25,,,3.2,N1,Ha Tinh
HT1214403,,8.4,6.0,7.5,6.0,4.5,,,,,,3.2,N1,Ha Tinh
HT1214404,,2.0,6.0,,,,2.5,4.25,,,,,,Ha Tinh
HT1214405,,7.0,6.5,,,,4.0,5.5,7.25,,,5.8,N1,Ha Tinh
HT1214406,,7.8,5.0,7.5,5.75,5.25,,,,,,2.2,N1,Ha Tinh
HT1214407,,3.0,5.0,,,,2.75,4.0,4.5,,,3.0,N1,Ha Tinh
HT1214408,,8.8,6.25,8.5,8.75,5.25,,,,,,6.8,N1,Ha Tinh
HT1214409,,7.2,5.5,4.75,6.5,6.25,,,,,,3.0,N1,Ha Tinh
HT1214410,,8.0,4.75,7.25,5.5,4.25,,,,,,3.8,N1,Ha Tinh
HT1214411,,5.0,7.5,,,,7.75,8.25,7.75,,,4.2,N1,Ha Tinh
HT1214412,,6.2,,,5.5,7.0,,,,,,,,Ha Tinh
HT1214413,,6.2,5.0,,,,5.75,6.75,8.0,,,5.2,N1,Ha Tinh
HT1214414,,3.2,5.75,,,,4.0,5.25,5.75,,,2.8,N1,Ha Tinh
HT1214415,,7.2,5.75,6.25,4.0,5.0,,,,,,4.8,N1,Ha Tinh
HT1214416,,5.6,6.0,,,,3.5,6.25,7.0,,,7.4,N1,Ha Tinh
